City Name,City ID,Country Code,Longitude,Latitude,Temp,Feels Like Temp,Min Temp,Max Temp,Pressure,Humidity,Visibility,Wind Speed,Wind Temp,Sunrise,Sunset,Cloudiness
Jalu,86049,LY,21.5482,29.0331,20.47,19.2,20.47,20.47,1017,24,10000,10.46,98,1647664751,1647708247,84
Puerto Escondido,3520994,MX,-97.0667,15.85,23.46,24.16,23.46,23.46,1014,88,10000,3.6,20,1647693185,1647736735,0
Kayerkan,1497337,RU,87.7602,69.3497,-11.93,-18.93,-11.93,-11.93,1001,92,2148,4.29,242,1647648874,1647692348,100
Batticaloa,1250161,LK,81.6924,7.7102,26.47,26.47,26.47,26.47,1007,82,10000,3.95,149,1647650288,1647693847,96
Harper,2276492,LR,-7.7169,4.375,29.8,34.33,29.8,29.8,1009,69,10000,4.34,242,1647671731,1647715310,27
Alta Floresta,6316343,BR,-56.0861,-9.8756,26.87,29.37,26.87,26.87,1014,79,10000,1.29,103,1647683303,1647726951,90
Carnarvon,2074865,AU,113.6333,-24.8667,25.04,25.9,25.04,25.04,1009,88,10000,4.63,200,1647642505,1647686300,5
Kathmandu,1283240,NP,85.3167,27.7167,24.12,23.58,24.12,24.12,1012,38,8000,2.57,210,1647649457,1647692938,20
Buraidah,107304,SA,43.975,26.326,29.25,27.57,29.25,29.25,1011,9,10000,1.5,204,1647659369,1647702866,0
Birjand,140463,IR,59.2211,32.8663,17.26,15.28,17.26,17.26,1016,9,10000,4.12,280,1647655721,1647699197,0
Beloha,1067565,MG,45.05,-25.1667,24.27,24.06,24.27,24.27,1014,50,10000,6.3,146,1647658969,1647702750,28
Thompson,6165406,CA,-97.8558,55.7435,-7.91,-13.1,-7.91,-7.91,1012,79,10000,3.09,50,1647693360,1647736939,100
Usevya,149132,TZ,31.2333,-7.1,26.58,26.58,26.58,26.58,1008,71,10000,1.52,92,1647662356,1647705994,100
Srednekolymsk,2121025,RU,153.6833,67.45,-24.67,-24.67,-24.67,-24.67,1016,98,10000,0.86,86,1647719257,1647763093,100
Hithadhoo,1282256,MV,73.0833,-0.6,28.91,32.71,28.91,28.91,1009,71,10000,7.71,258,1647652332,1647695934,27
Souillac,933995,MU,57.5167,-20.5167,27.21,31.22,27.21,27.21,1010,89,3000,2.06,220,1647655998,1647699738,75
Port Elizabeth,964420,ZA,25.5701,-33.918,26.29,26.29,26.16,26.29,1020,76,10000,6.69,110,1647663596,1647707471,20
Tarko-Sale,1490085,RU,77.785,64.9225,-5.47,-11.68,-5.47,-5.47,1010,96,10000,4.89,232,1647651274,1647694736,100
Port Hardy,6111862,CA,-127.4199,50.6996,1.1,-1.25,1.1,4,1010,100,10000,2.06,230,1647700456,1647744030,75
Vardø,777019,NO,31.1107,70.3705,2.73,-4.27,2.73,2.73,1008,76,10000,15.9,305,1647662421,1647705987,100
Khatanga,2022572,RU,102.5,71.9667,-15.55,-21.09,-15.55,-15.55,992,99,276,2.29,190,1647645338,1647688811,96
Keïta,2442478,NE,5.7749,14.7551,38.19,34.93,38.19,38.19,1006,6,10000,3.52,135,1647668514,1647712053,9
Derzhavīnsk,1524606,KZ,66.3167,51.1,-17.54,-24.2,-17.54,-17.54,1038,95,10000,2.75,58,1647654032,1647697481,5
Ténenkou,2449938,ML,-4.9169,14.4572,39.11,36.13,39.11,39.11,1006,10,10000,1.62,57,1647671078,1647714619,13
São Miguel do Araguaia,3448455,BR,-50.1628,-13.275,27.69,30.32,27.69,27.69,1013,72,10000,1.27,131,1647681871,1647725540,96
Aden,415189,YE,45.0367,12.7794,26.7,27.9,26.7,26.7,1011,63,10000,3.11,111,1647659092,1647702633,2
São João da Barra,3448903,BR,-41.0511,-21.6403,27.33,29.33,27.33,27.33,1015,69,10000,4.32,33,1647679654,1647723384,7
Masvingo,886763,ZW,30.8277,-20.0637,23.76,23.31,23.76,23.76,1015,43,10000,4.1,135,1647662406,1647706138,92
Tommot,2015179,RU,126.2925,58.9564,-24.53,-24.53,-24.53,-24.53,1022,99,10000,0.65,149,1647639664,1647683067,80
Lakatoro,2136697,VU,167.4164,-16.0999,26.82,29.6,26.82,26.82,1007,83,10000,2.93,317,1647716047,1647759712,100
Namatanai,2090021,PG,152.4333,-3.6667,26.86,29.26,26.86,26.86,1008,78,10000,4.24,82,1647719669,1647763279,91
Honiara,2108502,SB,159.95,-9.4333,25.76,26.64,25.76,25.76,1009,86,10000,0.51,118,1647717855,1647761487,100
Atessa,3182700,IT,14.4511,42.0693,10.48,9.05,8.88,10.84,1010,56,10000,1.34,93,1647666461,1647709942,100
Airai,1651810,TL,125.4092,-8.9266,16.32,16.49,16.32,16.32,1012,95,10000,1.12,116,1647639749,1647683406,100
Gucheng,1809597,CN,111.3192,35.9115,5.36,3.34,5.36,5.36,1018,56,10000,2.49,186,1647643233,1647686683,6
San Andrés,3670218,CO,-81.7006,12.5847,28.01,30.55,28.01,28.01,1014,69,10000,7.2,70,1647689495,1647733051,40
Black River,3491355,JM,-77.8487,18.0264,27.06,27.87,27.06,27.06,1018,56,10000,1.09,106,1647688578,1647732120,11
Hofn,2630299,IS,-15.2082,64.2539,7.88,2.54,7.88,7.88,1014,86,9042,14.33,200,1647673538,1647717099,100
Ponta do Sol,2264557,PT,-17.1,32.6667,17.27,16.88,15.62,19.35,1017,70,10000,4.22,264,1647674021,1647717523,39
Correntina,3465373,BR,-44.6367,-13.3433,27.38,28.41,27.38,27.38,1014,58,10000,2.01,129,1647680545,1647724214,49
Clyde River,5924351,CA,-68.5914,70.4692,-31.87,-38.87,-31.87,-31.87,1013,75,10000,2.57,250,1647686270,1647729985,20
Kunya,2592493,NG,8.5325,12.2233,36.68,33.67,36.68,36.68,1006,5,10000,4.51,69,1647667848,1647711395,93
Kismayo,55671,SO,42.5454,-0.3582,27.88,30.31,27.88,27.88,1008,69,10000,6.64,111,1647659660,1647703261,0
Cap Malheureux,934649,MU,57.6142,-19.9842,28.59,33.82,28.59,28.59,1010,81,10000,1.34,320,1647655977,1647699712,62
Sambava,1056899,MG,50.1667,-14.2667,27.94,32.41,27.94,27.94,1008,83,10000,2.98,5,1647657788,1647701476,98
Kaitangata,2208248,NZ,169.8464,-46.2817,9.42,8.42,9.42,9.42,1016,95,10000,2.12,33,1647715316,1647759277,17
St. George's,3579925,GD,-61.7485,12.0564,28.82,32.34,28.82,28.82,1016,70,10000,12.86,80,1647684708,1647728263,40
Tarragona,3108287,ES,1.249,41.129,13.85,12.94,13.41,15.19,1025,63,10000,5.66,50,1647669626,1647713113,75
Saskylakh,2017155,RU,114.0833,71.9167,-10.99,-16.1,-10.99,-10.99,990,97,964,2.54,291,1647642568,1647686022,100
Médéa,2488835,DZ,2.7539,36.2642,10.5,9.69,10.5,10.5,1017,80,10000,3.9,336,1647669263,1647712754,100
Sioux Lookout,6148373,CA,-91.917,50.1001,-1.96,-4.82,-1.96,-1.96,1011,80,10000,2.06,170,1647691950,1647735499,75
Saldanha,3361934,ZA,17.9442,-33.0117,32.03,39.03,32.03,32.03,1015,68,10000,6.5,184,1647665433,1647709294,28
Puerto Nariño,3671387,CO,-70.3831,-3.7703,23.7,24.66,23.7,23.7,1013,97,10000,0.84,20,1647686750,1647730365,100
Bourail,2141714,NC,165.4833,-21.5667,23.68,24.51,23.68,23.68,1007,92,10000,1.03,21,1647716495,1647760192,100
Wanxian,1791748,CN,108.3897,30.8039,21.32,21.44,21.32,21.32,1004,74,10000,4.21,69,1647643929,1647687394,54
Westport,4845585,US,-73.3579,41.1415,11.56,11.3,9.32,14.02,1011,97,5731,0.89,122,1647687510,1647731032,100
Krasnyy Chikoy,2012349,RU,108.7512,50.3643,-17.97,-17.97,-17.97,-17.97,1030,99,10000,1.28,251,1647643863,1647687285,34
Alice Springs,2077895,AU,133.8833,-23.7,24.75,24.14,24.75,24.75,1014,33,10000,2.06,100,1647637650,1647681438,5
Sabang,1214026,ID,95.3214,5.8933,28.32,32.08,28.32,28.32,1007,75,10000,10.45,216,1647647013,1647690580,100
Binga,895057,ZW,27.3414,-17.6203,26.46,26.46,26.46,26.46,1012,59,10000,1.35,21,1647663253,1647706964,93
Stann Creek Town,3582228,BZ,-88.2321,16.9692,26.62,26.62,26.62,26.62,1015,84,8229,5.66,84,1647691067,1647734614,100
George Town,1735106,MY,100.3354,5.4112,29.97,36.97,29.96,29.97,1006,81,8000,2.57,10,1647645809,1647689378,20
La Santisima Trinidad,3902377,BO,-64.9,-14.8333,27.99,33.54,27.99,27.99,1014,89,10000,1.54,170,1647685404,1647729080,40
Cam Ranh,1586350,VN,109.1591,11.9214,25.98,25.98,25.98,25.98,1009,89,10000,1.03,0,1647643708,1647687245,0
Ocós,3592086,GT,-92.1933,14.5094,26.1,26.1,26.1,26.1,1012,73,10000,3.33,322,1647692014,1647735567,0
Bubaque,2374583,GW,-15.8333,11.2833,25.39,25.37,25.39,25.39,1009,53,10000,5.56,268,1647673692,1647717245,66
Bethel,5282297,US,-73.414,41.3712,11.49,11.15,8.62,13.06,1010,94,402,3.09,0,1647687524,1647731046,100
Los Llanos de Aridane,2514651,ES,-17.9182,28.6585,16.74,16.11,16.74,16.86,1018,63,10000,4.12,30,1647674214,1647717723,75
Mehamn,778707,NO,27.8492,71.0357,2.39,-4.61,2.39,2.39,1009,77,10000,16.12,291,1647663197,1647706777,100
Codrington,2171099,AU,141.9667,-38.2667,15.9,15.43,15.9,15.9,1015,72,10000,1.14,310,1647722068,1647765903,32
Hōfu,1862302,JP,131.5667,34.05,6.2,3.44,6.2,6.2,1013,78,10000,3.81,338,1647638376,1647681824,93
Antúnez,4018430,MX,-102.2,19.0167,19.98,19.03,19.98,19.98,1015,38,10000,0.11,80,1647694419,1647737964,0
Port Hedland,2063042,AU,118.5667,-20.3167,30.03,37.03,30.03,30.03,1010,79,10000,2.57,280,1647641344,1647685094,3
Ambon City,1651531,ID,128.1814,-3.6954,25.08,26.1,25.08,25.08,1009,94,8000,2.06,20,1647639101,1647682723,75
São Pedro do Sul,3448332,BR,-54.1789,-29.6206,17.36,16.98,17.36,17.36,1021,70,10000,3.86,163,1647682770,1647726569,100
Bengkulu,1649150,ID,102.2655,-3.8004,25.69,26.56,25.69,25.69,1009,86,10000,1.7,343,1647645320,1647688941,99
Valdivia,3868707,CL,-73.2459,-39.8142,10.05,8.49,10.05,10.05,1017,53,10000,1.05,113,1647687286,1647731203,100
Panguna,2088659,PG,155.4848,-6.3164,20.99,21.55,20.99,20.99,1009,92,10000,0.94,69,1647718932,1647762552,80
Moctezuma,3995647,MX,-109.6667,29.8,12.78,10.58,12.78,12.78,1018,18,10000,2.01,23,1647696216,1647739751,0
Ambilobe,1082243,MG,49.05,-13.2,26.42,26.42,26.42,26.42,1009,90,10000,2.44,288,1647658060,1647701740,71
Henties Bay,3356832,NA,14.2845,-22.116,21.3,21.34,21.3,21.3,1011,71,10000,4.45,196,1647666369,1647710114,7
Maniitsoq,3421982,GL,-52.9,65.4167,-17.95,-23.58,-17.95,-17.95,1015,87,2875,2.11,174,1647682555,1647726170,100
Cururupu,3401148,BR,-44.8683,-1.8283,24.36,25.33,24.36,24.36,1013,95,10000,1.74,262,1647680632,1647724239,100
Hulja,590854,EE,26.2179,59.3522,4.24,2.51,4.24,4.24,1047,87,10000,1.97,267,1647663632,1647707124,45
San Cristobal,3628473,VE,-72.225,7.7669,21.1,20.65,21.1,21.1,1015,53,10000,2.7,143,1647687215,1647730784,98
Along,1278969,IN,94.7667,28.1667,23.01,22.49,23.01,23.01,1006,43,10000,0.55,339,1647647191,1647690669,5
Nome,5870133,US,-165.4064,64.5011,-16.96,-23.96,-16.96,-16.96,1019,60,10000,4.12,280,1647709493,1647753223,0
Ugoofaaru,1337619,MV,73,5.6667,28.54,32.41,28.54,28.54,1009,74,10000,7.35,287,1647652368,1647695937,0
Yeppoon,2142316,AU,150.7333,-23.1333,22.88,22.97,22.88,22.88,1012,67,10000,6.79,132,1647720030,1647763735,92
Coos Bay,5720495,US,-124.2179,43.3665,8.68,5.69,8.29,8.99,1015,94,10000,5.66,320,1647699700,1647743250,100
Mount Isa,2065594,AU,139.5,-20.7333,26.87,26.3,26.87,26.87,1010,29,10000,2.57,180,1647722734,1647766421,75
Mbanza-Ngungu,2312888,CD,14.8667,-5.25,28.4,30.59,28.4,28.4,1007,64,10000,2.15,221,1647666289,1647709915,24
Olafsvik,3414079,IS,-23.7142,64.8945,0.18,-5.15,0.18,0.18,1005,92,1651,5.86,29,1647675571,1647719148,100
Szczytno,757357,PL,20.9875,53.5626,8.96,7.21,8.96,8.96,1044,29,10000,3.09,90,1647664892,1647708374,0
Comodoro Rivadavia,3860443,AR,-67.5,-45.8667,9.92,9.05,9.92,9.92,1029,53,10000,2.06,0,1647685855,1647729876,75
Paita,3694112,PE,-81.1144,-5.0892,23.91,24.18,23.91,23.91,1013,70,10000,5.29,142,1647689322,1647732943,97
Oussouye,2246901,SN,-16.5469,12.485,36.1,34.8,36.1,36.1,1009,23,10000,5.13,317,1647673865,1647717414,5
Lerwick,2644605,GB,-1.1494,60.1545,9,4.96,9,9,1040,79,10000,9.66,177,1647670185,1647713705,63
Svay Rieng,1821993,KH,105.7993,11.0879,28.16,30.18,28.16,28.16,1008,64,10000,6.29,142,1647644512,1647688053,93
Vitim,2013375,RU,112.5578,59.4511,-9.82,-16.82,-9.82,-9.82,1015,93,287,4.93,208,1647642953,1647686369,100
Santa Rosa,1687894,PH,121.1114,14.3122,28.93,33.52,27.84,28.99,1010,75,10000,4.13,102,1647640846,1647684371,63
Burriana,2520709,ES,-0.085,39.889,12.61,12.35,12.29,14.42,1025,93,10000,5.63,24,1647669945,1647713434,100
Pokaran,1259460,IN,71.9167,26.9167,32.16,29.9,32.16,32.16,1002,10,10000,4.54,220,1647652669,1647696157,0
Narsaq,3421719,GL,-46.05,60.9167,-5.88,-5.88,-5.88,-5.88,1011,70,10000,1.19,4,1647680935,1647724502,80
Ancud,3899695,CL,-73.8203,-41.8697,11.46,10.36,11.46,11.46,1018,65,10000,1.7,113,1647687408,1647731356,100
Beruwala,1249931,LK,79.9828,6.4788,26.32,26.32,26.32,26.32,1008,83,10000,3.71,271,1647650695,1647694260,26
Atar,2381334,MR,-13.0499,20.5169,31.42,29.28,31.42,31.42,1010,13,10000,2.78,298,1647673038,1647716563,0
Manokwari,1636308,ID,134.0833,-0.8667,26.91,29.37,26.91,26.91,1009,78,10000,0.83,217,1647637694,1647681298,95
Saltabarranca,3520026,MX,-95.5333,18.6,22.78,23.41,22.78,22.78,1017,88,10000,6.47,360,1647692820,1647736364,100
Kimbe,2093967,PG,150.1429,-5.5502,26.3,26.3,26.3,26.3,1008,88,10000,0.27,213,1647720216,1647763832,93
Teguise,2510573,ES,-13.564,29.0605,21.12,20.41,21.12,21.12,1016,43,10000,5.14,10,1647673171,1647716677,20
Leningradskiy,2123814,RU,178.4167,69.3833,-23.51,-30.51,-23.51,-23.51,1024,73,10000,3.22,165,1647713314,1647757166,6
Satipo,3928924,PE,-74.6386,-11.2522,26.96,27.96,26.96,26.96,1015,59,10000,0.96,64,1647687752,1647731405,100
Manicoré,3663503,BR,-61.3003,-5.8092,26.75,29.94,26.75,26.75,1013,89,10000,1.89,71,1647684565,1647728191,100
Abhā,110690,SA,42.5053,18.2164,20.14,19.41,19.9,20.14,1023,46,10000,5.14,210,1647659709,1647703231,20
Río Bueno,3873145,CL,-72.9667,-40.3167,8.08,8.08,8.08,8.08,1018,61,10000,0.49,209,1647687215,1647731140,100
Bac Lieu,1591474,VN,105.7244,9.285,27.87,31.07,27.87,27.87,1008,75,10000,4.6,113,1647644526,1647688075,100
Tual,1623197,ID,132.75,-5.6667,29.49,33.83,29.49,29.49,1008,70,10000,2.83,219,1647637998,1647681633,87
Yerbogachën,2012956,RU,108.0108,61.2767,-7.99,-14.91,-7.99,-7.99,1009,94,188,5,242,1647644041,1647687463,100
Sørland,3137469,NO,12.6934,67.667,6.85,0.59,6.85,6.85,1026,90,10000,17.57,238,1647666843,1647710403,100
Pimentel,3693584,PE,-79.9342,-6.8367,19.16,19.43,19.16,19.16,1014,88,10000,4.12,170,1647689034,1647732664,100
Arrondissement de Narbonne,2990918,FR,2.8333,43.0833,12.15,10.52,10.13,14.69,1028,42,10000,3.12,134,1647669246,1647712732,100
Talnakh,1490256,RU,88.3972,69.4865,-11.55,-17.21,-11.55,-11.55,1001,96,174,2.87,267,1647648721,1647692196,100
Rāvar,118704,IR,56.8055,31.2656,17.41,15.55,17.41,17.41,1014,13,10000,2.59,3,1647656299,1647699779,0
Clarence Town,2171465,AU,151.7833,-32.5833,18.04,18.09,15.34,19.36,1018,84,10000,1.3,266,1647719741,1647763520,82
Doha,290030,QA,51.5333,25.2867,23.97,23.02,23.94,24.17,1014,23,10000,5.66,310,1647657555,1647701052,0
Amahai,1651591,ID,128.9167,-3.3333,26.76,29.54,26.76,26.76,1009,84,10000,1.29,26,1647638926,1647682545,91
Kumul,1529484,CN,93.45,42.8,9.01,5.87,9.01,9.01,1017,29,10000,6.35,36,1647647525,1647690967,100
Itarema,3393692,BR,-39.9167,-2.9248,29.67,33.39,29.67,29.67,1011,66,10000,4.01,107,1647679441,1647723053,94
Strezhevoy,1490796,RU,77.5889,60.7333,-1.06,-6.33,-1.06,-1.06,1020,93,3001,5.15,245,1647651327,1647694776,100
Skjeberg,3138955,NO,11.2,59.2333,8.09,5.77,7.32,12.22,1048,59,10000,3.78,210,1647667229,1647710734,6
Tiksi,2015306,RU,128.8694,71.6872,-13.79,-20.79,-13.79,-13.79,1003,78,10000,11.31,209,1647639033,1647682461,100
Esna,355449,EG,32.554,25.2934,27.7,26.39,27.7,27.7,1013,11,10000,6.12,326,1647662107,1647705609,0
Rawson,3839307,AR,-65.1023,-43.3002,12.99,11.73,12.99,12.99,1027,53,10000,6.7,134,1647685303,1647729278,60
Campo Maior,3403566,BR,-42.1686,-4.8278,30.7,34.94,30.7,30.7,1012,63,10000,0.86,108,1647679977,1647723598,67
Muravlenko,1540711,RU,74.523,63.7898,-3.17,-9.99,-3.17,-3.17,1013,94,10000,7,252,1647652057,1647695518,100
Itigi,158904,TZ,34.4833,-5.7,23.05,23.55,23.05,23.05,1010,82,10000,1.58,75,1647661580,1647705210,100
Pangnirtung,6096551,CA,-65.7125,66.1451,-32,-32,-32,-32,1017,75,10000,0,0,1647685617,1647729256,0
Ketchikan,5554428,US,-131.6461,55.3422,2.26,-1.58,2.26,2.99,1005,93,10000,4.12,150,1647701457,1647745058,40
Bandarbeyla,64814,SO,50.8122,9.4942,26.84,28.15,26.84,26.84,1012,64,10000,5.17,69,1647657700,1647701253,0
Dickinson,4686163,US,-95.0513,29.4608,13.94,13.32,11.72,16.08,1023,74,10000,0.45,345,1647692712,1647736242,0
Phra Phutthabat,1607512,TH,100.7954,14.7253,30.54,34.59,29.87,32.02,1004,63,10000,1.37,225,1647645721,1647689246,76
Staraya Russa,489088,RU,31.3608,57.9944,3.88,2.55,3.88,3.88,1046,85,10000,1.59,279,1647662402,1647705886,10
Tchibanga,2396253,GA,11.0333,-2.85,29.47,32.77,29.47,29.47,1007,65,10000,2.62,155,1647667215,1647710828,88
Northam,2641434,GB,-4.2167,51.0333,12.36,11.43,12.36,13.7,1030,68,10000,11.55,116,1647670933,1647714428,0
Liverpool,2644210,GB,-2.9779,53.4106,15.72,14.57,14.18,17.21,1034,47,10000,7.72,110,1647670634,1647714133,0
Altay,1529651,CN,88.1167,47.8667,-8.4,-13.86,-8.4,-8.4,1032,78,10000,3.24,24,1647648807,1647692244,28
Lethem,3379316,GY,-59.7968,3.3803,27.3,29.18,27.3,27.3,1014,68,10000,4.22,66,1647684225,1647727810,99
Vila Velha,3445026,BR,-40.2925,-20.3297,29.97,34.49,29.97,30.97,1015,68,10000,2.57,50,1647679478,1647723197,40
Te Anau,2181625,NZ,167.7167,-45.4167,9.84,9.84,9.84,9.84,1015,95,10000,0.39,115,1647715835,1647759780,25
Dillon,4576653,US,-79.3712,34.4166,20.25,20.34,19.05,21.81,1015,77,10000,7.01,225,1647688953,1647732475,53
Sava,3167044,IT,17.5584,40.4034,10.95,9.72,9.36,11.16,1030,62,10000,1.54,70,1647665716,1647709196,0
Salinópolis,3389822,BR,-47.3561,-0.6136,24.37,25.32,24.37,24.37,1013,94,10000,2.61,225,1647681232,1647724833,100
Costineşti,680546,RO,28.6333,43.95,4.58,-0.35,4.48,4.58,1040,49,10000,7.94,29,1647663062,1647706535,80
Ust-Nera,2120048,RU,143.2,64.5667,-19.06,-19.06,-19.06,-19.06,1023,100,486,1.03,174,1647721796,1647765584,100
Touros,3386213,BR,-35.4608,-5.1989,30.03,33.09,30.03,30.03,1011,61,10000,4.84,121,1647678366,1647721990,100
Aklavik,5882953,CA,-135.0107,68.2191,-23,-30,-23,-23,1019,70,10000,4.63,320,1647702184,1647745945,100
Totness,3382867,SR,-56.3167,5.8833,27.08,29.63,27.08,27.08,1014,77,10000,5.23,64,1647683395,1647726970,31
Ostrovnoy,556268,RU,39.5131,68.0531,1.79,-5.21,1.79,1.79,1009,91,10000,14.67,251,1647660423,1647703953,100
Yar-Sale,1486321,RU,70.8333,66.8333,-2.28,-8.66,-2.28,-2.28,1005,86,10000,6.61,273,1647652933,1647696413,100
Vanimo,2084442,PG,141.3028,-2.6741,27.28,30.6,27.28,27.28,1009,82,10000,2.42,73,1647722342,1647765948,97
Bekwai,2303224,GH,-1.5774,6.4534,33.49,36.4,33.49,33.49,1007,47,10000,2.44,163,1647670263,1647713833,69
Wenling,1791464,CN,121.36,28.3669,11.47,10.94,11.47,11.47,1019,87,10000,4.58,39,1647640814,1647684284,98
Batemans Bay,2176639,AU,150.1833,-35.7167,15.24,15.07,15.24,15.24,1019,86,10000,1.86,260,1647720109,1647763919,81
Mama,2020313,RU,112.8986,58.3106,-11.7,-16.66,-11.7,-11.7,1019,97,366,2.35,201,1647642872,1647686287,100
Novo Aripuanã,3663142,BR,-60.3797,-5.1206,28.62,32.25,28.62,28.62,1013,72,10000,1.9,65,1647684346,1647727968,98
Shingū,1847947,JP,135.9833,33.7333,8.92,7.08,8.92,8.92,1007,79,10000,3.23,296,1647637317,1647680764,7
San Joaquin,5392126,US,-121.3011,37.9333,12.61,11.55,10.82,13.53,1015,62,10000,3.6,280,1647699005,1647742545,0
Champagnole,3027235,FR,5.9135,46.7445,12.47,11.13,12.42,12.82,1027,52,10000,1.57,343,1647668508,1647711993,95
Padang,1633419,ID,100.3543,-0.9492,26.39,26.39,26.39,26.39,1010,80,10000,0.6,108,1647645787,1647689391,99
Panama City,3703443,PA,-79.5197,8.9936,29.22,33.02,26.36,30.65,1013,69,9000,5.66,360,1647688967,1647732533,40
Inuvik,5983607,CA,-133.7218,68.3499,-23.52,-30.52,-23.58,-23.52,1018,77,10000,4.12,330,1647701875,1647745636,100
Abu Samrah,172515,SY,37.1841,35.3029,7.22,3.63,7.22,7.22,1018,51,10000,6.24,284,1647661007,1647704486,68
Naryan-Mar,523392,RU,53.087,67.6713,-2.49,-9.49,-2.49,-2.49,1014,84,10000,8.54,252,1647657177,1647700685,8
Nakusp,6085665,CA,-117.8023,50.2499,1.19,1.19,1.19,1.19,1011,100,432,0,0,1647698153,1647741719,100
Bonavista,5905393,CA,-53.1147,48.6499,-2.69,-9.69,-2.69,-2.69,1017,67,10000,12.6,334,1647682653,1647726175,55
Lyuban',625721,BY,28.0048,52.7985,5.67,3,5.67,5.67,1045,35,10000,3.46,32,1647663211,1647706687,0
‘Āhuimanu,5856516,US,-157.8378,21.4447,22.86,23.34,21.55,23.44,1019,82,10000,3.6,50,1647707766,1647751318,40
Belmonte,3470137,BR,-38.8828,-15.8631,28.31,30.7,28.31,28.31,1015,66,10000,1.95,150,1647679156,1647722842,8
Chicama,3698359,PE,-79.1469,-7.8447,17.3,16.86,17.3,17.3,1013,68,10000,2.23,196,1647688843,1647732478,100
Cabadiangan,1722028,PH,122.4739,9.7531,27.41,30.33,27.41,27.41,1009,77,10000,1.21,41,1647640509,1647684055,87
